2.137517e-02
24576
12031	0.000000	0.359375	0.117188	0.117188	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12030	0.000000	0.359375	0.117188	0.109375	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12029	0.000000	0.359375	0.117188	0.101562	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12028	0.000000	0.359375	0.117188	0.093750	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12027	0.000000	0.359375	0.117188	0.085938	-0.000000	0.000000	-0.000000	1.000253	2.500000	1.000253
12026	0.000000	0.359375	0.117188	0.078125	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12025	0.000000	0.359375	0.117188	0.070312	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12024	0.000000	0.359375	0.117188	0.062500	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12023	0.000000	0.359375	0.117188	0.054688	-0.000000	0.000000	0.000000	1.000253	2.500000	1.000253
12022	0.000000	0.359375	0.117188	0.046875	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12021	0.000000	0.359375	0.117188	0.039062	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12020	0.000000	0.359375	0.117188	0.031250	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12019	0.000000	0.359375	0.117188	0.023438	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12018	0.000000	0.359375	0.117188	0.015625	-0.000000	0.000000	-0.000000	1.000253	2.500000	1.000253
12017	0.000000	0.359375	0.117188	0.007812	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12016	0.000000	0.359375	0.117188	0.000000	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12015	0.000000	0.359375	0.109375	0.117188	-0.000000	0.000000	0.000000	1.000253	2.500000	1.000253
12014	0.000000	0.359375	0.109375	0.109375	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12013	0.000000	0.359375	0.109375	0.101562	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12012	0.000000	0.359375	0.109375	0.093750	-0.000000	0.000000	-0.000000	1.000253	2.500000	1.000253
12011	0.000000	0.359375	0.109375	0.085938	-0.000000	0.000000	-0.000000	1.000253	2.500000	1.000253
12010	0.000000	0.359375	0.109375	0.078125	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12009	0.000000	0.359375	0.109375	0.070312	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12008	0.000000	0.359375	0.109375	0.062500	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12007	0.000000	0.359375	0.109375	0.054688	-0.000000	0.000000	0.000000	1.000253	2.500000	1.000253
12006	0.000000	0.359375	0.109375	0.046875	-0.000000	0.000000	0.000000	1.000253	2.500000	1.000253
12005	0.000000	0.359375	0.109375	0.039062	-0.000000	0.000000	-0.000000	1.000253	2.500000	1.000253
12004	0.000000	0.359375	0.109375	0.031250	-0.000000	-0.000000	-0.000000	1.000253	2.500000	1.000253
12003	0.000000	0.359375	0.109375	0.023438	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12002	0.000000	0.359375	0.109375	0.015625	-0.000000	0.000000	0.000000	1.000253	2.500000	1.000253
12001	0.000000	0.359375	0.109375	0.007812	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
12000	0.000000	0.359375	0.109375	0.000000	-0.000000	-0.000000	0.000000	1.000253	2.500000	1.000253
